<نماد>,<وضعیت در سود بودن نماد>,<حجم>,<تعداد>,<ارزش>,<ارزش مفهومی>,<موقعیت های باز>,<درصد تغییر>,<قیمت پایانی>,<درصد تغییر>,<قیمت آخرین معامله>>,<درصد تغییر>,<حجم خرید>,<قیمت خرید>,<قیمت فروش>,<حجم فروش>,<اندازه قرارداد>,<قیمت اعمال>,<روز باقی مانده تا سررسید>,<نماد پایه>,<پایانی دارایی پایه>,<درصد تغییر>,<آخرین معامله دارایی پایه>,<درصد تغییر>,<تاریخ شروع>,<تاریخ پایان>,<حجم فروش>,<قیمت فروش>,<قیمت خرید>,<حجم خرید>,<درصد تغییر>,<قیمت آخرین معامله>>,<درصد تغییر>,<قیمت پایانی>,<درصد تغییر>,<موقعیت های باز>,<ارزش مفهومی>,<ارزش>,<تعداد>,<حجم>,<وضعیت در سود بودن نماد>,<نماد>
ضشنا8056,ITM,524,31,3622527000.00,6581440000.00,11152,3.43,6913,-8.46,7499,-0.70,7,6700,7500,26,1000,6760,74,شپنا,12560,2.95,12560,2.95,20260712,20261111,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طشنا8056
ضشنا8057,ITM,1,1,7299000.00,12560000.00,2495,0,7299,1.18,7299,1.18,10,6006,7950,10,1000,7260,74,شپنا,12560,2.95,12560,2.95,20260712,20261111,50,140,7,500,0,105,0,105,0,14,0.00,0.00,0,0,OTM,طشنا8057
ضشنا8058,ITM,306,34,1641031000.00,3843360000.00,7286,3.30,5363,-7.71,5610,-3.46,19,5400,5610,226,1000,8260,74,شپنا,12560,2.95,12560,2.95,20260712,20261111,20,585,6,266,0,800,0,800,0,10,0.00,0.00,0,0,OTM,طشنا8058
ضشنا8059,ITM,256,29,1167374000.00,3215360000.00,14485,-0.88,4560,-4.06,4490,-5.53,10,4401,4648,20,1000,9260,74,شپنا,12560,2.95,12560,2.95,20260712,20261111,0,0,20,66,0,15,0,15,0,10,0.00,0.00,0,0,OTM,طشنا8059
ضشنا8060,ITM,7986,221,27735806000.00,100304160000.00,50912,-1.30,3473,-6.99,3737,0.08,20,3611,3764,79,1000,10260,74,شپنا,12560,2.95,12560,2.95,20260712,20261111,0,0,201,10,56.86,400,56.86,400,7.88,1369,1256000000.00,40000000.00,1,100,OTM,طشنا8060
ضشنا8061,ITM,3884,73,11959224000.00,48783040000.00,30589,8.00,3079,4.73,3003,2.14,460,3003,3100,170,1000,11260,74,شپنا,12560,2.95,12560,2.95,20260712,20261111,0,0,190,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طشنا8061
ضشنا8062,ITM,688,30,1732771000.00,8641280000.00,5432,5.35,2519,1.53,2500,0.77,30,2401,2530,5,1000,12260,74,شپنا,12560,2.95,12560,2.95,20260712,20261111,0,0,435,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طشنا8062
ضشنا8063,OTM,428,19,841219000.00,5375680000.00,4299,0.14,1965,5.99,2000,7.87,4,1901,2000,20,1000,13260,74,شپنا,12560,2.95,12560,2.95,20260712,20261111,0,0,111,22,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طشنا8063
ضشنا8064,OTM,0,0,0.00,0.00,12,0,1000,0,1000,0,2,805,0,0,1000,14260,74,شپنا,12560,2.95,12560,2.95,20260712,20261111,0,0,11,111,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طشنا8064
ضشنا8065,OTM,0,0,0.00,0.00,471,0,972,0,888,-8.64,30,700,1010,101,1000,15260,74,شپنا,12560,2.95,12560,2.95,20260712,20261111,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طشنا8065
ضشنا8066,OTM,3995,58,2176091000.00,50126960000.00,18940,18.51,545,-21.13,570,-17.51,207,570,637,5,1000,17260,74,شپنا,12560,2.95,12560,2.95,20260712,20261111,100,4522,15,5,0,6000,0,6000,0,3,0.00,0.00,0,0,ITM,طشنا8066
ضتاص7000,ITM,0,0,0.00,2949940000.00,2403,0,15582,0,15000,-3.74,0,0,0,0,1000,7500,32,تاصيكو,22180,0,22180,0,20260610,20260930,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طتاص7000
ضتاص7001,ITM,0,0,0.00,88720000.00,2144,0,14575,0,14600,0.17,0,0,0,0,1000,8000,32,تاصيكو,22180,0,22180,0,20260610,20260930,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طتاص7001
ضتاص7002,ITM,0,0,0.00,0.00,260,0,11399,0,12500,9.66,0,0,0,0,1000,9000,32,تاصيكو,22180,0,22180,0,20260610,20260930,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طتاص7002
ضتاص7003,ITM,0,0,0.00,443600000.00,317,0,16840,0,16840,0,0,0,0,0,1000,10000,32,تاصيكو,22180,0,22180,0,20260610,20260930,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طتاص7003
ضتاص7004,ITM,0,0,0.00,0.00,439,0,10220,0,10220,0,0,0,0,0,1000,11000,32,تاصيكو,22180,0,22180,0,20260610,20260930,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طتاص7004
ضتاص7005,ITM,0,0,0.00,0.00,934,0,9370,0,9200,-1.81,0,0,0,0,1000,12000,32,تاصيكو,22180,0,22180,0,20260610,20260930,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طتاص7005
ضتاص7006,ITM,0,0,0.00,22180000.00,324,0,9200,0,9200,0,0,0,0,0,1000,13000,32,تاصيكو,22180,0,22180,0,20260610,20260930,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طتاص7006
ضتاص7007,ITM,0,0,0.00,310520000.00,863,0,9543,0,9500,-0.45,0,0,0,0,1000,14000,32,تاصيكو,22180,0,22180,0,20260610,20260930,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طتاص7007
ضتاص7008,ITM,0,0,0.00,5478460000.00,5582,0,9486,0,7906,-16.66,0,0,0,0,1000,15000,32,تاصيكو,22180,0,22180,0,20260610,20260930,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طتاص7008
ضتاص7009,ITM,0,0,0.00,24508900000.00,7066,0,8357,0,8000,-4.27,0,0,0,0,1000,16000,32,تاصيكو,22180,0,22180,0,20260610,20260930,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طتاص7009
ضتاص7010,ITM,0,0,0.00,16612820000.00,6041,0,5878,0,5444,-7.38,0,0,0,0,1000,18000,32,تاصيكو,22180,0,22180,0,20260610,20260930,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طتاص7010
ضتاص7011,ITM,0,0,0.00,29499400000.00,10717,0,4077,0,4299,5.45,0,0,0,0,1000,20000,32,تاصيكو,22180,0,22180,0,20260610,20260930,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طتاص7011
ضتاص9013,ITM,0,0,0.00,1286440000.00,2750,0,12641,0,14000,10.75,0,0,0,0,1000,11000,88,تاصيكو,22180,0,22180,0,20260801,20261125,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طتاص9013
ضتاص9014,ITM,0,0,0.00,133080000.00,2578,0,11633,0,12800,10.03,0,0,0,0,1000,12000,88,تاصيكو,22180,0,22180,0,20260801,20261125,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طتاص9014
ضتاص9015,ITM,0,0,0.00,221800000.00,2312,0,12500,0,12500,0,0,0,0,0,1000,13000,88,تاصيكو,22180,0,22180,0,20260801,20261125,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طتاص9015
ضتاص9016,ITM,0,0,0.00,0.00,156,0,8700,0,8700,0,0,0,0,0,1000,14000,88,تاصيكو,22180,0,22180,0,20260801,20261125,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طتاص9016
ضتاص9017,ITM,0,0,0.00,0.00,335,0,7903,0,7903,0,0,0,0,0,1000,15000,88,تاصيكو,22180,0,22180,0,20260801,20261125,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طتاص9017
ضتاص9018,ITM,0,0,0.00,0.00,0,0,1,0,1,0,0,0,0,0,1000,16000,88,تاصيكو,22180,0,22180,0,20260801,20261125,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طتاص9018
ضتاص9019,ITM,0,0,0.00,2439800000.00,1908,0,9404,0,9435,0.33,200,4501,0,0,1000,18000,88,تاصيكو,22180,0,22180,0,20260801,20261125,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طتاص9019
ضتاص9020,ITM,0,0,0.00,13241460000.00,1960,0,10021,0,9999,-0.22,10,1150,0,0,1000,20000,88,تاصيكو,22180,0,22180,0,20260801,20261125,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طتاص9020
ضتاص9021,ITM,0,0,0.00,66540000.00,30,0,10851,0,9999,-7.85,50,500,0,0,1000,22000,88,تاصيكو,22180,0,22180,0,20260801,20261125,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طتاص9021
ضتاص9022,OTM,0,0,0.00,22180000.00,132,0,8170,0,8170,0,0,0,0,0,1000,24000,88,تاصيكو,22180,0,22180,0,20260801,20261125,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طتاص9022
ضتاص9023,OTM,0,0,0.00,0.00,0,0,1,0,1,0,500,1511,0,0,1000,26000,88,تاصيكو,22180,0,22180,0,20260801,20261125,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طتاص9023
ضتاص9024,OTM,0,0,0.00,88720000.00,3980,0,2242,0,2923,30.37,100,750,0,0,1000,28000,88,تاصيكو,22180,0,22180,0,20260801,20261125,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طتاص9024
ضتاص7012,ITM,0,0,0.00,36597000000.00,4544,0,2510,0,2502,-0.32,0,0,0,0,1000,22000,32,تاصيكو,22180,0,22180,0,20260809,20260930,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طتاص7012
ضتاص7013,OTM,0,0,0.00,865020000.00,3306,0,1735,0,1900,9.51,0,0,0,0,1000,24000,32,تاصيكو,22180,0,22180,0,20260809,20260930,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طتاص7013
ضسپا6038,ITM,1839,30,614973000.00,1256037000.00,16252,-0.85,334,8.09,342,10.68,500,336,355,1000,1000,360,18,خساپا,683,2.25,688,2.99,20260620,20260916,0,0,0,0,0,2,0,2,0,200,0.00,0.00,0,0,OTM,طسپا6038
ضسپا6039,ITM,0,0,0.00,0.00,740,0,274,0,274,0,10,320,0,0,1000,380,18,خساپا,683,2.25,688,2.99,20260620,20260916,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طسپا6039
ضسپا6040,ITM,9610,63,2819750000.00,6556800000.00,24727,20.77,293,8.92,301,11.90,13000,300,309,126,1000,400,18,خساپا,683,2.25,688,2.99,20260620,20260916,0,0,0,0,0,2,0,2,0,1400,0.00,0.00,0,0,OTM,طسپا6040
ضسپا6041,ITM,73847,162,18257719000.00,50195200000.00,275235,-1.56,247,12.27,260,18.18,7025,255,260,46,1000,450,18,خساپا,683,2.25,688,2.99,20260620,20260916,99,2,0,0,0,2,0,2,0,1104,0.00,0.00,0,0,OTM,طسپا6041
ضسپا6042,ITM,514012,1343,99966106000.00,350586632000.00,2649275,0.08,194,12.79,209,21.51,34,209,210,21140,1000,500,18,خساپا,683,2.25,688,2.99,20260620,20260916,0,0,0,0,0,4,0,4,0,1299,0.00,0.00,0,0,OTM,طسپا6042
ضسپا6043,ITM,694127,1692,103610113000.00,474088741000.00,3048472,1.24,149,15.50,162,25.58,500,161,165,30,1000,550,18,خساپا,683,2.25,688,2.99,20260620,20260916,1000,4,3,50,0,2,50,3,-1.59,80401,11079626000.00,51737000.00,44,16222,OTM,طسپا6043
ضسپا6044,ITM,1906716,4407,208146033000.00,1302287028000.00,4077841,10.15,109,22.47,124,39.33,10908,123,124,5,1000,600,18,خساپا,683,2.25,688,2.99,20260620,20260916,400,8,6,4530,-30,7,-20,8,101.33,123780,63391962000.00,785861000.00,268,92814,OTM,طسپا6044
ضسپا6045,ITM,1493791,3450,110934550000.00,1020259253000.00,3340922,12.04,74,25.42,86,45.76,5000,85,86,90,1000,650,18,خساپا,683,2.25,688,2.99,20260620,20260916,145,19,15,938,-36,16,-36,16,121.60,102510,54592873000.00,1305669000.00,241,79931,OTM,طسپا6045
ضسپا6046,OTM,1021922,2165,51526759000.00,697612102000.00,1561431,34.87,50,31.58,54,42.11,502,52,55,4085,1000,700,18,خساپا,683,2.25,688,2.99,20260620,20260916,1,41,30,30,3000,31,3100,32,0,1061,724663000.00,33501000.00,8,1061,ITM,طسپا6046
ضسپا6047,OTM,390650,930,11560522000.00,265686317000.00,750874,7.96,30,36.36,32,45.45,100,30,34,200,1000,750,18,خساپا,683,2.25,688,2.99,20260620,20260916,0,0,50,50,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طسپا6047
ضسپا6048,OTM,176000,385,3141527000.00,120208000000.00,426667,14.33,18,63.64,19,72.73,1000,19,22,5000,1000,800,18,خساپا,683,2.25,688,2.99,20260620,20260916,0,0,19,99,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طسپا6048
ضسپا6049,OTM,899093,1704,6682234000.00,613823711000.00,1015776,324.43,7,75.00,8,100,1400,7,8,768,1000,900,18,خساپا,683,2.25,688,2.99,20260620,20260916,0,0,25,99,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طسپا6049
ضسپا6050,OTM,159567,320,329568000.00,108984261000.00,167249,1771.42,2,0,2,0,9500,1,3,1400,1000,1000,18,خساپا,683,2.25,688,2.99,20260620,20260916,0,0,44,44,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طسپا6050
ضسپا7021,ITM,1818,8,727281000.00,1239876000.00,19329,2.66,400,-0.50,391,-2.74,2,377,459,999,1000,320,53,خساپا,683,2.25,688,2.99,20260718,20261021,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طسپا7021
ضسپا7022,ITM,606,2,227250000.00,413292000.00,1243,0,375,15.38,375,15.38,10,370,375,37,1000,340,53,خساپا,683,2.25,688,2.99,20260718,20261021,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طسپا7022
ضسپا7023,ITM,0,0,0.00,0.00,609,0,320,0,320,0,20,340,0,0,1000,360,53,خساپا,683,2.25,688,2.99,20260718,20261021,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طسپا7023
ضسپا7024,ITM,0,0,0.00,0.00,240,0,220,0,220,0,20,320,0,0,1000,380,53,خساپا,683,2.25,688,2.99,20260718,20261021,25,48,2,25,0,3,0,3,0,25,0.00,0.00,0,0,OTM,طسپا7024
ضسپا7025,ITM,1447,12,465456000.00,986854000.00,16855,-7.78,322,7.69,323,8.03,5,310,330,1000,1000,400,53,خساپا,683,2.25,688,2.99,20260718,20261021,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طسپا7025
ضسپا7026,ITM,472,9,120800000.00,321904000.00,6332,-0.19,256,11.30,259,12.61,1000,259,287,400,1000,450,53,خساپا,683,2.25,688,2.99,20260718,20261021,0,0,2,25,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طسپا7026
ضسپا7027,ITM,15466,59,3311405000.00,10563278000.00,156345,-0.40,214,8.08,230,16.16,20,221,231,200,1000,500,53,خساپا,683,2.25,688,2.99,20260718,20261021,0,0,3,25,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طسپا7027
ضسپا7028,ITM,50551,154,8692539000.00,34526333000.00,266196,-0.09,172,8.86,183,15.82,13170,183,188,200,1000,550,53,خساپا,683,2.25,688,2.99,20260718,20261021,0,0,4,25,0,5,0,5,0,0,0.00,0.00,0,0,OTM,طسپا7028
ضسپا7029,ITM,283858,852,38159860000.00,193799884000.00,768963,1.51,134,15.52,147,26.72,245,145,148,1210,1000,600,53,خساپا,683,2.25,688,2.99,20260718,20261021,0,0,3,170,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طسپا7029
ضسپا7030,ITM,152065,478,15757830000.00,103860395000.00,373077,13.24,104,18.18,118,34.09,819,117,118,56,1000,650,53,خساپا,683,2.25,688,2.99,20260718,20261021,0,0,4,244,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طسپا7030
ضسپا7031,OTM,86550,233,8162480000.00,59026909000.00,214585,28.89,94,28.77,93,27.40,100,92,94,873,1000,700,53,خساپا,683,2.25,688,2.99,20260718,20261021,0,0,8,1000,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طسپا7031
ضسپا7032,OTM,7137,10,529505000.00,4867434000.00,14398,67.46,74,29.82,75,31.58,1,39,84,300,1000,750,53,خساپا,683,2.25,688,2.99,20260718,20261021,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طسپا7032
ضسپا7033,OTM,41833,143,2588662000.00,28463342000.00,101775,40.99,62,51.22,69,68.29,1000,63,69,1841,1000,800,53,خساپا,683,2.25,688,2.99,20260718,20261021,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طسپا7033
ضسپا8081,ITM,0,0,0.00,0.00,2686,0,329,0,325,-1.22,5,340,560,10,1000,380,81,خساپا,683,2.25,688,2.99,20260822,20261118,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طسپا8081
ضسپا8082,ITM,2573,7,939208000.00,1757359000.00,6317,17.22,365,14.78,368,15.72,10,316,432,1,1000,400,81,خساپا,683,2.25,688,2.99,20260822,20261118,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طسپا8082
ضسپا8083,ITM,0,0,0.00,0.00,3299,0,358,0,358,0,79,281,0,0,1000,450,81,خساپا,683,2.25,688,2.99,20260822,20261118,0,0,3,333,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طسپا8083
ضسپا8084,ITM,12197,48,3220734000.00,8330551000.00,44135,11.26,264,17.33,253,12.44,1,223,255,1000,1000,500,81,خساپا,683,2.25,688,2.99,20260822,20261118,0,0,4,244,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طسپا8084
ضسپا8085,ITM,2612,8,577674000.00,1781384000.00,4726,51.47,221,22.78,219,21.67,41,183,219,1000,1000,550,81,خساپا,683,2.25,688,2.99,20260822,20261118,0,0,5,255,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طسپا8085
ضسپا8086,ITM,53,3,10599000.00,36146000.00,88,151.43,200,11.73,200,11.73,1450,125,10000,1,1000,600,81,خساپا,683,2.25,688,2.99,20260822,20261118,0,0,6,266,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طسپا8086
ضسپا8087,ITM,3938,16,644044000.00,2621354000.00,3656,1532.14,164,-12.30,184,-1.60,1000,163,298,1646,1000,650,81,خساپا,683,2.25,688,2.99,20260822,20261118,0,0,7,177,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طسپا8087
ضسپا8088,OTM,1850,5,264000000.00,1263550000.00,2034,197.37,143,40.20,140,37.25,5,102,0,0,1000,700,81,خساپا,683,2.25,688,2.99,20260822,20261118,0,0,8,188,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طسپا8088
ضسپا8089,OTM,0,0,0.00,0.00,0,0,1,0,1,0,2,68,0,0,1000,750,81,خساپا,683,2.25,688,2.99,20260822,20261118,0,0,15,99,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طسپا8089
ضسپا8090,OTM,0,0,0.00,0.00,809,0,79,0,80,1.27,100,73,139,100,1000,800,81,خساپا,683,2.25,688,2.99,20260822,20261118,0,0,22,99,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طسپا8090
ضسپا8091,OTM,0,0,0.00,0.00,1544,0,45,0,45,0,1000,51,100,135,1000,900,81,خساپا,683,2.25,688,2.99,20260822,20261118,0,0,44,44,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طسپا8091
ضسپا8092,OTM,18057,62,819090000.00,12332931000.00,83198,23.20,45,36.36,45,36.36,2145,45,55,133,1000,1000,81,خساپا,683,2.25,688,2.99,20260822,20261118,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طسپا8092
ضستا6040,ITM,5339,44,9622100000.00,15996134000.00,15562,-12.14,1802,4.16,1819,5.14,86,1800,1930,100,1000,1200,4,شستا,3018,2.44,3031,2.89,20260609,20260902,5000,1,0,0,0,1,0,1,0,186363,3009000.00,1000.00,1,1,OTM,طستا6040
ضستا6041,ITM,847,18,1438886000.00,2554552000.00,4337,-4.58,1699,5.59,1724,7.15,10,1717,1850,93,1000,1300,4,شستا,3018,2.44,3031,2.89,20260609,20260902,1000,1,0,0,0,2,0,2,0,1985,0.00,0.00,0,0,OTM,طستا6041
ضستا6042,ITM,422,11,676143000.00,1273596000.00,18160,-2.02,1602,6.09,1619,7.22,30,1591,1649,50,1000,1400,4,شستا,3018,2.44,3031,2.89,20260609,20260902,4000,1,0,0,0,1,0,1,0,26147,0.00,0.00,0,0,OTM,طستا6042
ضستا6043,ITM,558,12,838003000.00,1653316000.00,21275,-0.04,1502,3.59,1549,6.83,100,1500,0,0,1000,1500,4,شستا,3018,2.44,3031,2.89,20260609,20260902,1000,2,0,0,0,1,0,1,0,650,0.00,0.00,0,0,OTM,طستا6043
ضستا6044,ITM,240,13,332539000.00,723840000.00,34179,-0.36,1386,6.37,1429,9.67,1000,1400,1449,147,1000,1600,4,شستا,3018,2.44,3031,2.89,20260609,20260902,2815,1,0,0,0,1,0,1,0,4322,0.00,0.00,0,0,OTM,طستا6044
ضستا6045,ITM,315,9,412135000.00,950040000.00,54520,0.06,1308,4.72,1319,5.60,800,1310,0,0,1000,1700,4,شستا,3018,2.44,3031,2.89,20260609,20260902,2000,1,0,0,0,1,0,1,0,38824,0.00,0.00,0,0,OTM,طستا6045
ضستا6046,ITM,361,10,428040000.00,1088054000.00,35523,-0.29,1186,4.04,1215,6.58,1000,1200,1218,20,1000,1800,4,شستا,3018,2.44,3031,2.89,20260609,20260902,3872,1,0,0,0,1,0,1,-1.53,81640,3015000000.00,1268000.00,4,1268,OTM,طستا6046
ضستا6047,ITM,6184,42,6806048000.00,18657128000.00,73223,-1.51,1101,5.26,1119,6.98,788,1119,1150,10,1000,1900,4,شستا,3018,2.44,3031,2.89,20260609,20260902,19852,1,0,0,0,1,0,1,-20.52,166889,131438925000.00,44100000.00,77,44100,OTM,طستا6047
ضستا6048,ITM,30555,155,30634141000.00,92184435000.00,320149,-4.57,1003,5.69,1021,7.59,10,999,1050,1000,1000,2000,4,شستا,3018,2.44,3031,2.89,20260609,20260902,22308,1,0,0,-50,1,-50,1,-29.02,334430,500607585000.00,167731000.00,322,167731,OTM,طستا6048
ضستا6049,ITM,347633,1115,276269130000.00,1049156394000.00,1383079,-11.93,795,6.43,812,8.70,1176,811,812,8,1000,2200,4,شستا,3018,2.44,3031,2.89,20260609,20260902,856,1,0,0,-50,1,-50,1,-9.75,1312652,883045260000.00,295211000.00,577,292884,OTM,طستا6049
ضستا6050,ITM,362941,943,217142066000.00,1093732254000.00,1479218,-13.92,598,9.52,610,11.72,121,610,622,700,1000,2400,4,شستا,3018,2.44,3031,2.89,20260609,20260902,90083,1,0,0,-50,1,-50,1,-6.07,1507744,1782211704000.00,615280000.00,1243,590919,OTM,طستا6050
ضستا6051,ITM,874301,2782,351577936000.00,2638036818000.00,1680852,-13.73,402,13.24,420,18.31,310,417,420,4000,1000,2600,4,شستا,3018,2.44,3031,2.89,20260609,20260902,21114,1,0,0,-80,1,-60,2,5.97,2965844,9484738014000.00,5645669000.00,6485,3143113,OTM,طستا6051
ضستا6052,ITM,5300391,13538,1116144610000.00,15993380958000.00,4586218,-8.51,211,17.22,225,25.00,1000,225,225,1990,1000,2800,4,شستا,3018,2.44,3031,2.89,20260609,20260902,41983,5,4,49205,-82.76,5,-65.52,10,20.87,6937455,23495075676000.00,79561726000.00,16514,7785082,OTM,طستا6052
ضستا7050,ITM,587,9,952952000.00,1768044000.00,4260,-2.27,1623,1.31,1650,3.00,5,1452,1730,20,1000,1400,39,شستا,3018,2.44,3031,2.89,20260701,20261007,9,19,1,3510,100,2,100,2,64.54,2575,3619814000.00,2406000.00,5,1201,OTM,طستا7050
ضستا7051,ITM,0,0,0.00,0.00,2402,0,1484,0,1499,1.01,6,1363,1800,155,1000,1500,39,شستا,3018,2.44,3031,2.89,20260701,20261007,90,17,2,4,0,2,0,2,142.13,1000,117429000.00,2000000.00,4,1000,OTM,طستا7051
ضستا7052,ITM,0,0,0.00,0.00,1370,0,1355,0,1232,-9.08,40,1240,0,0,1000,1600,39,شستا,3018,2.44,3031,2.89,20260701,20261007,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طستا7052
ضستا7053,ITM,61,1,80032000.00,183976000.00,801,0,1312,-3.10,1312,-3.10,50,1135,1494,61,1000,1700,39,شستا,3018,2.44,3031,2.89,20260701,20261007,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طستا7053
ضستا7054,ITM,1712,16,2184687000.00,5159968000.00,4713,30.01,1276,3.74,1288,4.72,24,1210,0,0,1000,1800,39,شستا,3018,2.44,3031,2.89,20260701,20261007,57,8,2,100,-70.37,8,-81.48,5,87.5,630,1768631000.00,2988000.00,6,587,OTM,طستا7054
ضستا7055,ITM,0,0,0.00,0.00,550,0,1051,0,1051,0,10,1102,1290,1,1000,1900,39,شستا,3018,2.44,3031,2.89,20260701,20261007,0,0,1,5100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طستا7055
ضستا7056,ITM,96,8,101365000.00,289056000.00,6854,-0.12,1056,7.32,1095,11.28,100,1008,1095,50,1000,2000,39,شستا,3018,2.44,3031,2.89,20260701,20261007,50,64,2,90,0,12,0,12,0,305,0.00,0.00,0,0,OTM,طستا7056
ضستا7057,ITM,59,8,48784000.00,171912000.00,50074,0,827,1.35,821,0.61,5,805,915,1,1000,2200,39,شستا,3018,2.44,3031,2.89,20260701,20261007,200,19,12,100,-47.37,10,-42.11,11,1.17,11058,3613200000.00,12648000.00,3,1200,OTM,طستا7057
ضستا7058,ITM,4499,52,3070440000.00,13573483000.00,187666,-0.16,682,5.90,681,5.75,145,681,700,1000,1000,2400,39,شستا,3018,2.44,3031,2.89,20260701,20261007,199,29,11,99,-36.36,28,-38.64,27,17.87,1992,1479874000.00,13449000.00,9,491,OTM,طستا7058
ضستا7059,ITM,125875,802,62656460000.00,378517560000.00,244317,30.51,498,5.73,504,7.01,10,502,506,93,1000,2600,39,شستا,3018,2.44,3031,2.89,20260701,20261007,220,48,45,2050,-26.98,46,-17.46,52,19.96,70611,94014752000.00,1678432000.00,166,32132,OTM,طستا7059
ضستا7060,ITM,550155,2569,196728297000.00,1660367790000.00,1062576,21.39,358,8.48,365,10.61,1000,363,366,500,1000,2800,39,شستا,3018,2.44,3031,2.89,20260701,20261007,2727,102,99,11,-9.73,102,-7.08,105,127.46,220057,536690940000.00,18644783000.00,748,177930,OTM,طستا7060
ضستا7061,ITM,354539,1316,88549917000.00,1069998702000.00,761477,28.29,250,10.13,253,11.45,335,253,254,104,1000,3000,39,شستا,3018,2.44,3031,2.89,20260701,20261007,3,235,190,20,-28.03,190,-26.14,195,114.72,2072,3339819000.00,215942000.00,14,1107,OTM,طستا7061
ضستا7062,OTM,230802,735,36938233000.00,695507154000.00,488646,26.35,160,19.40,153,14.18,200,144,158,1000,1000,3250,39,شستا,3018,2.44,3031,2.89,20260701,20261007,0,0,201,1000,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طستا7062
